"Adresse";"Code_Postal";" Ville";"Pays";" Coord_GPS";" Remarque"
"Allée des coquelicots";"01480";"Jassans riottier";"France";"45.97625, 4.7640103";"Boîte réalisée personnellement"
"186 Rue Alexandre Bérard ";"01500";"Ambérieu-en-Bugey";"France";"45.9729551, 5.3523834";"Sur le parking de Biocoop."
"Place de la Gare";"01500";"AMBERIEU-EN-BUGEY";"France";"45.954267, 5.3421035";"La boîte à livre se situe juste avant l entrée de la gare."
"1 avenue de Mering";"01500";"AMBERIEU en Bugey";"France";"45.9626288, 5.3440325";"Au coin de la piscine"
"Boulevard des combattants";"01600";"Trevoux";"France";"45.9403014, 4.780558";"Boîte à côté des chaises longues face à la salle des fêtes."
"Route de Trevoux";"01600";"Saint-didier-de-formans";"France";"45.937684, 4.8068435";"En face de la crèche sur le parking de l église"
"194 avenue du docteur Bollet";"01600";"Trévoux";"France";"45.940518946625545, 4.769176840782166";"située à l entrée du parking, côté rond point"
"Intermarché";"01630";"Peron";"France";"46.184449, 5.9289426";"Dans l entrée d'intermarché"
"rue de Malivert";"01630";"st genis pouilly";"France";"46.2445295, 6.0358073";"devant le lycée côté entrée"
"église Saint Martin";"01700";"Miribel";"France";"45.8244902, 4.9513956";"sur la place devant l église et le cimetière"
"Centre  village";"01800";"Faramans";"France";"45.3644333, 5.1409425";"Proche de la mairie"
"rue des Ecoles";"01960";"Servas";"France";"46.1330509, 5.1668818";"Installée le 9 juin 2018 elle se situe à l angle de la rue des écoles et de la rue de la gare dans un espace ombragé qui favorise la consultation des livres sur place avant d'en choisir un pour le lire à la maison"
"33 rue des Victimes de Comportet";"02000";"Merlieux-et-Fouquerolles";"France";"49.5207498, 3.5048163";"Accessible à tous du Mardi au vendredi de 10h à 12h30 et de 14h à 17h30 ainsi que le samedi matin de 9h30 à 12h30. On vous attend, venez !"
"rue châtelaine";"02000";"laon";"France";"49.5642712, 3.621731";"Boite à lire construite par l'association Sève !"
"rue saint jean";"02000";"laon";"France";"49.56452, 3.6180922";"Boite à lire construite par l'association Sève."
"gare de Laon";"02000";"Laon";"France";"49.5706463, 3.6245097";"La ville de Laon a installée huit boîtes à livres dans chaque quartier de la ville avec l aide du semeur de livres Jean-Michel Hennequin qui a aussi installé un meuble à livres à la gare de Laon"
"Place Pierre Semard";"02000";"LAON";"France";"49.5736967, 3.6295831";
"Rue romanette";"02000";"Laon";"France";"49.550035, 3.611817";"Croisement rue jean monnet a l arret de bus"
"228 rue arsene houssaye";"02000";"Laon";"France";"49.5454775, 3.631312";"A cote du distributeur de fruits et légumes"
"place du port";"02000";"NEUCHATEL";"France";"46.9918301, 6.9342541";"Très belle boite à livre à NEUCHATEL en SUISSE à l arrêt de bus"
"devant le presbytère de Vaux à Laon";"02000";"Laon";"France";"49.5641017, 3.6244754";"devant le presbytère de Vaux à Laon à la demande du père Marçin GRZYB ."
"Rue de la plaine";"02000";"Molinchart";"France";"49.5614782, 3.538989";
"14 rue de la Sellerie ";"02100";"Saint-Quentin";"France";"49.8458679, 3.2885898";"A l'intérieur de l'Espace Saint-Jacques, à coté de l'accueil."
"Place de la Grande Roize";"02150";"sissonne";"France";"49.5726033, 3.8932325";"Belle boîte à lire se trouvant près de bancs afin de pouvoir lire sur place."
"7 rue Villa-la-Croix";"02200";"Mercin et Vaux";"France";"49.3771173, 3.2770717";"Boite à lire gérée par la mairie."
"Rue de l'Église";"02240";"Itancourt";"France";"49.8072034, 3.3452351";"Dans la petite impasse Face au groupe scolaire, a côté du centre de loisirs."
"Rue de puisieux";"02240";"Itancourt";"France";"49.803955, 3.3436554";"La boite se situe sur la gauche, face a la boulangerie."
"6 grand rue";"02290";"Ressons le Long";"France";"49.3875462,3.1484927";"Elle a été installée en 2013 dans le cadre de l'opération ""Lectures communes"" initiée par l'association des maires ruraux de France. Elle mène depuis une existence indépendante."
"Place de la Fontaine";"02290";"Ressons le Long";"France";"49.405538,3.155393";"Seconde boîte à lire voyageur installée dans le village en mai 2014."
"Parking du cimetière";"02300";"Saint aubin";"France";"48.7142277, 2.1452278";
"RUE DE LA VIEILLE EGLISE";"02300";"CAUMONT";"France";"49.6323102, 3.1778861";
"Marché couvert";"02300";"Chauny";"France";"49.612529, 3.2198624";"Ancienne armoire située dans un escalier du marché couvert."
" ";"02310";"Pisseloup";"France";"48.949185, 3.26379";"Boite à lire dans l'abris bus de pisseloup."
"6 place charles de gaulle";"02320";"PINON";"France";"49.4890282, 3.4466151";"AU SIEGE DE LA MAISON INTERCOMMUNALE"
"6 place charles de gaulle";"02320";"PINON";"France";"49.4890282, 3.4466151";"AU SIEGE DE LA MAISON INTERCOMMUNALE"
"place de la mairie";"02320";"Vauxaillon";"France";"49.513419, 3.482238";"Sous une halle ouverte à toute heure sur la place face à la mairie"
"Grande rue";"02350";"Boncourt";"France";"49.64578, 3.8953272";"Mise en place début 2017, en lien avec l atelier bricolage du village, 250 habitants"
"Place Général Félix";"02370";"Vailly sur Aisne";"France";"49.4105047, 3.5169931";"Boite à lire située sur la place de l église."
"Avenue Jean Lefesvre";"02400";"Château Thierry ";"France";"49.0434747, 3.3953779";"Bien pleine cette boîte à lire !"
"Place Paul Doumer";"02400";"Château Thierry";"France";"49.0403809, 3.404904";"Près du parking juste avant le pont, à côté du Quai Dupuis Delizy."
"Rue Paul Doucet";"02400";"CHATEAU THIERRY";"France";"49.0415143, 3.4011844";
"rue de Montevideo";"02410";"SAINT GOBAIN";"France";"49.595572, 3.378714";
"Rue des Houppeux";"02410";"SAINT NICOLAS AUX BOIS";"France";"49.5927886, 3.4307505";
"Rue des Houppeux";"02410";"SAINT NICOLAS AUX BOIS";"France";"49.5927886, 3.4307505";
"Aire de jeux Jean Zay";"02600";"Villers-Cotterets";"France";"49.2587755, 3.1005035";"A proximité de l école maternelle du quartier de la route de Vivières"
"Aire de jeux du Parc Salanson";"02600";"Villers-Cotterets";"France";"49.2545289, 3.0878354";"A proximité des écoles maternelle et primaire du centre ville"
"Aire de jeux Fg de Pisseleux";"02600";"Villers-Cotterets";"France";"49.24197, 3.078107";"A proximité des écoles maternelles et primaires"
"18, rue Jean-Jaurès";"02800";"CHARMES";"France";"49.6496818, 3.382692";"Boîte à livres mise à disposition à l entrée du château de Charmes Aisne"
"Place de l'Hotel de ville";"03000";"Moulins";"France";"46.5661171, 3.3329151";"La boite à lire se situe en haut des marches, sur la gauche en regardant le bâtiment. "
"Avenue de Fontbouillant";"03100";"Montluçon";"France";"46.3285217,2.5785875";"Dans la MJC à côté de l accueil"
"non précisée";"03140";"charroux";"France";"46.185442, 3.162598";"la boite se trouve sous le préau"
"Parc Thermal";"03160";"Bourbon l Archambault";"France";"46.5847457, 3.0566927";
"PLace Qui Qu en grogne";"03160";"Bourbon l Archambault";"France";"46.5865201, 3.0583837";
"Parc Jean Bignon";"03160";"BOURBON L ARCHMBAULT";"France";"46.585385, 3.054338";
"Allee des ailes";"03200";"Vichy";"France";"46.1423067, 3.4149594";"Elle se situe dans la galerie commerciale de Cora. "
"Grand marché couvert";"03200";"Vichy";"France";"46.1299276, 3.4240203";"Se situe à l'intérieur du marché."
"10 place de la mairie";"03210";"besson";"France";"46.4705592, 3.2634577";"Devant tous les commerces de proximité Vival, très belle initiative"
"2 route de Lapalisse";"03220";"Jaligny sur Besbre";"France";"46.3798338,3.5833083";"A la station avia 24/24 "
"Place de l'église ";"03300";"Cusset";"France";"46.1636263,3.4329761";
"Place Victor hugo";"03300";"Cusset";"France";"46.132136, 3.456603";"Une petite boîte à lire bien sympa où je trouve toujours mon bonheur."
"115 avenue Gilbert Roux";"03300";"Cusset";"France";"46.13748585954339, 3.4360170364379887";"Le Kiosque à Pizzas. Station service de Carrefour"
"rue du lavoir";"03340";"Saint Gérand de Vaux";"France";"46.3804345, 3.3956902";"Au bloc sanitaire"
"Place de la mairie";"03360";"Meaulne";"France";"46.5983323, 2.6170183";"Ancienne cabine téléphonique,  tout près de l école"
"Rue du ruisseau";"03380";"Huriel";"France";"46.34624625351304, 2.4925661087036137";"Boite à livre au lieu dit Les Boueix"
"Place la mairie";"03390";"Saint Marcel-en-Murat";"France";"46.3219665, 3.0086343";"Cette boîte à lire est bien à l abri sous un petit préau aux abords de la mairie et d'un parking, et à deux pas du bar-restaurant."
"Rue Marcellin Berthelot";"03500";"Saint pourçain sur sioule";"France";"46.3085688, 3.2926502";
"Les cours";"03500";"Saint pourçain sur sioule";"France";"46.3087721, 3.2902579";"Sur le parking des cours au feu. Je trouve toujours un petit quelque chose"
"rue de l hôtel de Ville";"03600";"commentry";"France";"46.28906, 2.741199";"Fabriquée par le Conseil des jeunes et le Conseil des senior de la Ville de Commentry"
"Abri de bus";"03600";"hyds";"France";"46.284073749491725, 2.827005386352539";"A l'entrée de ce petit village en venant de colombier, sous l'abri de bus"
"la rue accollée à la mairie";"03600";"commentry";"France";"46.28883, 2.741899";
"place Gérard Philippe";"03630";"Désertines";"France";"46.3647584,2.6218397";"Au milieu de la place"
"Place Gerard Philipe";"03630";"Desertines";"France";"46.3647584, 2.6218397";"netter Schrank im Park"
"boulevard Gassendi";"04000";"Dignes es bains";"France";"44.093715, 6.23668";"Sympa et dynamiqueJ y ai posé des livres, une heure après ils étaient remplacés ... Super"
"Square des p tits ouhès";"04050";"Ninane";"France";"50.6459618, 5.5755864";
"Place Foguenne";"04051";"Vaux sous Chèvremont";"France";"50.6011024, 5.6316395";
"Au cession 8";"04053";"Embourg";"France";"50.5835295, 5.6114066";"A la piscine"
"Boulevard Elémir Bourge";"04100";"Manosque";"France";"43.8320165, 5.7817497";"Cette boite à live est à gauche de l'entrée du centre Jean Giono, sur le coté droit de la Fondation Carzou."
"  ";"04120";"La Palud sur Verdon";"France";"43.7794979, 6.341844";"Au dessus du parc de Jeu, Au niveau des escaliers."
"Rue Basse";"04140";"Seyne les Alpes";"France";"44.3507163, 6.3563412";
"Rue Puissant";"04171";"Poulseur";"France";"50.5082855, 5.5792791";"Au bord de la route"
"10b rue du Moulin";"04180";"Hamoir";"France";"50.4235635, 5.5304794";"Dans le hall omni-sport"
"Place du tilleul";"04181";"Filot";"France";"50.42654, 5.5668";"Près du banc"
"123 avenue Paul Vaillant Couturier";"04220";"Sainte-Tulle";"France";"43.7872421, 5.7649959";
"rue Saint Roch";"04220";"Cabriès";"France";"43.4411477, 5.3795667";"Deux boites ouvertes et une fermée, en haut de la rue Saint Roch à Cabriès, Bouches du Rhône"
"8 Avenue Saint-Promasse";"04300";"Forcalquier";"France";"43.9601066, 5.7826682";"Dans le parc, en contrebas de la distilleuse de Lavande"
"Place de Verdun, chez Jojoba";"04300";"Forcalquier";"France";"43.9584915, 5.7775514";"Il y a toujours un grand renouvellement de livres"
"Place st Roch";"04310";"PEYRUIS";"France";"44.0249909, 5.9346915";"Ce projet a été réalisé par les enfants de l'accueil collectif de mineurs."
"Le Village";"04340";"Saint-Vincent les Forts";"France";"44.4449755, 6.372925";
"rue de la Bourgade";"04360";"MOUSTIERS-SAINTE-MARIE";"France";"43.846823,6.222108";"Belle boite à lire transparente en altuglas  très appréciée des touristes  vacanciers  campeurs etc. Gérée par la bibliothèque municipale et l Association l'Oustaou dei Libre"
" ";"04360";"Moustiers";"France";"43.8320441, 6.2163597";"La boite est située dans la rue piétonne."
"Place du village";"04510";"Mirabeau";"France";"44.062226, 6.090943";"Donnez, emportez, échangez!"
"Place Louis Barras";"04510";"Mallemoisson";"France";"44.049358, 6.124422";"Boîte aux lettres,A gauche de la place en face de l?eglise"
"rue du Village";"04623";"Magnée";"France";"50.27248, 1.667315";"Accolée au mur de l école communale"
"rue du village";"04623";"Magnée";"France";"50.27248, 1.667315";"adossée au mur de l école communale"
"rue du Village 11";"04623";"Magnée";"France";"50.6029948, 5.681296";"Adossée au mur de l école communale"
"5 Place Hector Denis";"04624";"Romsée";"France";"50.6104987, 5.6646518";"Accolée au mur de la maison  Fléron ""Services"""
"rue de l église";"04802";"heusy";"France";"50.5745445, 5.8662821";
"rue de la maison communale";"04802";"heusy";"France";"50.5934323, 5.8675346";
"5 rue Léon Olphe-Gaillard";"05000";"Gap";"France";"44.559638,6.079758";"Une ancienne cabine France Télécom customisée par l équipe du Fab'Alpes."
"8 boulevard d orient -zone tokoro";"05000";"Gap";"France";"44.567776, 6.1033761";"Gratibook   je ne suis pas un congel """
"49 avenue commandant dumont";"05000";"Gap";"France";"44.5688309, 6.083103";"Gratibook   je ne suis pas un frigo """
"49 avenue commandant dumont";"05000";"Gap";"France";"44.5688309, 6.083103";"Gratibook   je ne suis pas un frigo """
"61, Rue des Couteliers";"05100";"Briançon";"France";"44.8836346, 6.6251677";
"Le Village";"05140";"Saint-Pierre-d Argençon";"France";"44.519823, 5.69921";
"La Manutention - Espace Delaroche";"05200";"EMBRUN";"France";"44.56322, 6.49769";"LIONS CLUB"
"174 Rue des cailloux ";"05300";"Bonneville";"France";"50.4729504, 5.0369213";"A l école communale de Bonneville"
"42 rue Jean Jaurès ";"05400";"Veynes";"France";"44.5348174, 5.8261472";"la boite à lire se trouve à l intérieur de la Maison de Services au public. C'est bien dommage qu'on ne puisse pas géolocaliser directement la boite via le site."
"place du village";"05400";"montmaur";"France";"44.570714, 5.873691";"Sous l arrêt de bus"
"Gite du Pas de l âne, le pied du col";"05480";"villar d arêne";"France";"45.0326423, 6.3625744";"Dans la laverie, zone de bookcrossing"
"Arrêt de bus le Point Show";"05560";"Vars";"France";"44.8452886, 6.4898914";"Sous l'arrêt de bus"
"Arret de bus du Point show";"05560";"Vars";"France";"44.569437, 6.6819362";"Dans l arrêt de bus"
"Avenue de samart, 2B";"05600";"Philippeville";"France";"50.1933422, 4.5447316";"Dans l entrée de l'Athénée Royal Jean Rostand"
"derrière le serre";"05800";"chauffayer";"France";"44.7548223, 6.0090273";"Devant tous les commerces de proximité Vival, très belle initiative"
"23 rue delille";"06000";"Nice";"France";"43.7021481, 7.2741581";"C'est un bistrot qui faut bar à livres, on peut déposer les livres et en récupérer sans modération."
"Novotel Nice Arénas - 455 Promenade des Anglais";"06000";"Nice";"France";"43.6669859, 7.2138801";"Dans le lobby de l hôtel"
"9 Rue Masséna";"06110";"Le Cannet";"France";"43.565441, 7.0183637";"A l entrée du Square Carnot, au croisement de la rue Masséna et de l'avenue de Lyon"
"59 chemin de l'Orme";"06130";"GRASSE";"France";"43.6515962,6.9464792";"La boite à lire est située à l?entrée de la galerie marchande du centre LECLERC. Elle est installée par l'Association ""Les Passeurs de Livres"""
"2 route de grasse";"06140";"tourettes sur loup";"France";"43.7183543, 6.9924706";"Devant tous les commerces de proximité Vival, très belle initiative"
"Avenue du 23 août";"06210";"Mandelieu-la-napoule";"France";"43.525138, 6.940261";"Place Saint-Fainéant"
"Jardin François Binon";"06230";"Villefranche sur mer";"France";"43.7018401, 7.3080182";"Petite boite à lire à l entrée du jardin en face de la boulangerie"
"Rue de l école";"06260";"La penne";"France";"43.9281796, 6.9477904";"Boîte située à côté de la mairie."
"Allée de la plage";"06270";"villeneuve loubet";"France";"43.641157, 7.142733";"C'est une boite à lire que l'on peut facilement rater, mais dans laquelle il y a toujours des livres. Elle se trouve au bout de l'allée de la Plage."
"NOVOTEL NICE ARENAS AEROPORT - 455 PROMENADE DES ANGLAIS";"06299";"NICE CEDEX 3";"France";"43.6669859, 7.2138801";"Dans le hall de l hôtel un coin  livres gratuits a été mis en place."
"Place Commandant Maria";"06400";"Cannes";"France";"43.5557504,7.0237031";"J'y ai déjà déposé plusieurs livres qui sont partis très vite !"
"15 avenue des Broussailles";"06400";"Cannes";"France";"43.563616, 7.004964";"Dans le Hall de l'hôpital de Cannes.A gauche en entrant face à l'accueil principal.."
"19 boulevard Alexandre III";"06400";"Cannes";"France";"43.54658, 7.036732";"La boîte à livres est installée devant le théâtre Alexandre III"
"Place de la Mairie";"06530";"Cabris";"France";"43.65596543715114, 6.875113248825074";"Livres sont posés sur un banc près de la pharmacie"
"galerie marchande du débit de tabac et de journaux";"06530";"Peymeinade";"France";"43.643116, 6.875682";"elle est hébergée dans une vitrine accessible mise à disposition par le magasin"
"village saint jeannet";"06640";"Saint Jeannet";"France";"43.7636477, 7.1413222";"elle se trouve dans le centre du village, au croisement rue de la mairie et rue du château"
"rue de l ancienne poste 5";"06900";"Marloie";"France";"50.2019661, 5.3180082";"Près de l église"
"Boulevard du midi";"06900";"Marche-en-Famenne";"France";"50.2260982, 5.3424803";"A l'entrée de la maison communale"
"6 Rue du Faustay";"06910";"Anthisnes";"France";"50.4806789, 5.5208921";"Dans un ancien frigo devant le resto Le chef sans toque"
"Chemin de la pyramide";"06941";"Verlaine";"France";"46.227638, 2.213749";"Au bord de la route"
"Bardonwez 2";"06987";"Rendeux";"France";"50.2356164, 5.5146155";
"Ile Oneux";"06990";"Hotton";"France";"50.267549804439334, 5.448886156082154";"Près des jeux d'enfants"
"Route des Mines";"07000";"Saint Priest";"France";"44.7270937,4.5863053";"Petite boîte à lire bien fournie en livres pour enfants car elle est à côté de l école primaire  pour adultes et en magazines."
"école de musique à proximité de Place des Récollets";"07000";"privas";"France";"44.7359513, 4.5947722";"Juste devant le conservatoire"
"Parc de Dêomas";"07100";"ANNONAY";"France";"45.2564067, 4.6716341";"A l intérieur du parc"
"Terrain de loisirs";"07100";"boulieu les annonay";"France";"45.26992590420614, 4.669286012649537";"Bien fournie"
